row,trilogy_flag,group,width,height,sha256,pixel_sha256,ink_pixels,canvas_ink_fraction,blank,bbox,bbox_width,bbox_height,bbox_ratio,bbox_ink_fraction,bbox_width_fraction,bbox_height_fraction,bbox_shape_sha256,components_raw,components_ge4px,component_areas,holes_raw,holes_ge4px,hole_areas,padding_left_fraction,padding_right_fraction,padding_top_fraction,padding_bottom_fraction,stroke_width_px_min,stroke_width_px_p10,stroke_width_px_p25,stroke_width_px_median,stroke_width_px_p75,stroke_width_px_p90,stroke_width_px_max,stroke_width_median_canvas_fraction,skeleton_pixels,qualified_orientation_samples,horizontal_skeleton_fraction,vertical_skeleton_fraction,diagonal_skeleton_fraction,orientation_histogram_15deg,horizontal_mirror_iou,vertical_mirror_iou,rotation_180_iou,threshold_96_160_ink_change_fraction,threshold96_components,threshold160_components,threshold96_holes,threshold160_holes,component_gap_center_distance_min_px,counter_width_median_px,stroke_width_p90_p10_ratio
39,Y,classic,128,128,495acd1f1719ca2eb56dbe74be8717b16fc2c3f0eb35760d662bb3cdf964d68c,d30dfb0cebd40b56483e6c2076ce2afbe7df49d020654490c0855b768001ff07,5028,0.306884765625,False,"[22,12,106,116]",84,104,0.8076923076923077,0.5755494505494505,0.65625,0.8125,fd727f988c624b6c037e06fe6f09d2ffaa53904df3b2121a1931b8b61a6b7182,1,1,[5028],0,0,[],0.171875,0.171875,0.09375,0.09375,10.0,10.0,12.0,18.0,24.0,30.41678,34.0,0.140625,292,273,0.38095238095238093,0.2271062271062271,0.2564102564102564,"[101,14,32,22,2,0,63,2,6,22,4,5]",0.539969372128637,0.5264116575591985,0.4288150042625746,0.029832935560859187,1,1,0,0,,,3.041678
40,Y,classic,128,128,8a649da2609fee16a2a5954ebc62f3b656a3d13930dfb8ee6f8abbbeab1c963a,292c112ceac88f1e2fd4e2084ab3a8b81a10005c856adfbf5574ef4821a42db3,4326,0.2640380859375,False,"[23,18,105,110]",82,92,0.8913043478260869,0.5734358430540827,0.640625,0.71875,af0e84af55dfe71e2e71be3c4e8905285307f761bad3d7a126149bd4c75c09f6,1,1,[4326],0,0,[],0.1796875,0.1796875,0.140625,0.140625,10.77033,14.0,16.0,20.0,20.09975,26.0,30.52868,0.15625,217,204,0.3137254901960784,0.35784313725490197,0.10784313725490197,"[63,5,10,15,16,38,48,2,1,2,2,2]",0.3249617151607963,0.41929133858267714,0.29715142428785607,0.01779935275080906,1,1,0,0,,,1.8571428571428572
41,Y,classic,128,128,da1e2b48e376720a4cd3478a5aa45a568bd744bafe9d142e10edb501ab3d56d3,814904f2515823d055c52160ce6270f44ebabcc6554e6d5089e2aa912bbe32b3,4653,0.28399658203125,False,"[21,18,107,110]",86,92,0.9347826086956522,0.5880940343781598,0.671875,0.71875,0dbffa81871375f34df329097bd6e51965d7cdb77c9fa7b7751626195eef7550,1,1,[4653],0,0,[],0.1640625,0.1640625,0.140625,0.140625,14.0,20.0,20.0,20.88061,24.0,27.78489,31.241,0.16312978920172735,209,185,0.6054054054054054,0.2918918918918919,0.043243243243243246,"[119,0,0,0,0,3,52,3,3,5,0,0]",0.8597122302158273,0.6641630901287554,0.7551867219917012,0.014614227380184827,1,1,0,0,,,1.3892445
42,Y,classic,128,128,dbb98e54a7323f89117715a3d33a65c34d2103c7e1527e60d45582393aa9f4be,4703c97c9a0d70784924a8ba8277626abe0392efd1fa6733f3e39e925a145c8e,4386,0.2677001953125,False,"[22,12,106,117]",84,105,0.8,0.49727891156462584,0.65625,0.8203125,ca7c2390b9f34617c38b2da11bdb5a4d13ae0c42a3fd775469591e9977488d64,1,1,[4386],0,0,[],0.171875,0.171875,0.09375,0.0859375,10.0,10.0,10.0,18.0,22.0,24.0,26.0,0.140625,278,263,0.3916349809885932,0.16730038022813687,0.17870722433460076,"[97,20,22,29,18,20,30,0,1,9,10,7]",0.3862199747155499,0.3888537048765041,0.37578419071518193,0.028727770177838577,1,1,0,0,,,2.4
43,Y,classic,128,128,001068e288dae118a5faaa583bbdafe437da037685c6323e742fab9b5e9e1915,3ce2783dea72e44cc95ae548bed043d3245e96cbf50ca385ef31887435088428,3961,0.24176025390625,False,"[23,18,105,110]",82,92,0.8913043478260869,0.5250530222693531,0.640625,0.71875,d41dcda0f1aee83b9f0d87491e2540c9b868f867ffbbfa35af1bb52535f7490c,1,1,[3961],0,0,[],0.1796875,0.1796875,0.140625,0.140625,18.0,18.0,18.0,20.0,20.0,20.0,22.0,0.15625,187,186,0.5752688172043011,0.34946236559139787,0.0,"[107,3,0,0,3,1,65,3,0,0,3,1]",0.5328947368421053,0.8561387066541706,0.5072298325722984,0.04291845493562232,1,1,0,0,,,1.1111111111111112
44,Y,classic,128,128,09446060ff413024a5f631c278b98ea2e51477b41f2391d757b9315e62743aea,51efe8705adeefaee1c07e6b28c6a95fb1fe1f2b8db89d191428fd347ba79a8a,4400,0.2685546875,False,"[21,18,107,110]",86,92,0.9347826086956522,0.5561172901921132,0.671875,0.71875,f9a074937ecea19832ca30d87c73faee9fe36f0f0db1121a0a3026924c6bd984,1,1,[4400],0,0,[],0.1640625,0.1640625,0.140625,0.140625,12.0,16.12452,18.05539,22.0,24.0,26.06145,30.0,0.171875,203,177,0.3898305084745763,0.3898305084745763,0.0847457627118644,"[70,10,9,7,5,16,60,0,0,0,0,0]",0.7094017094017094,0.43696930111038534,0.42625607779578606,0.030227272727272728,1,1,0,0,,,1.6162620654754374
45,Y,classic,128,128,c49d1845d12f0cdd1e58a89e5bbfda7c177edf7705867f6041b6e0b83b060cde,21165d7f88f8c15c8dd89292978f043e1cc2c6318c1fa4ec2bfe9384736e491f,3858,0.2354736328125,False,"[18,18,110,110]",92,92,1.0,0.45581285444234404,0.71875,0.71875,a6a31e3be0fb0102c96b078678d2a4c8125c1e7b04bdde097d07ffceb589f583,3,3,"[2294,782,782]",0,0,[],0.140625,0.140625,0.140625,0.140625,12.0,14.14214,16.97056,18.0,19.69772,22.0,24.0,0.140625,172,172,0.5174418604651163,0.05813953488372093,0.12790697674418605,"[92,15,16,15,21,7,6,0,0,0,0,0]",0.24491771539206195,0.3131381892443839,0.21435316336166194,0.07309486780715396,3,3,0,0,10.0,,1.555634437220958
46,Y,classic,128,128,99d5fe21828cabc611eadf1cf68f2ff532aa085d79988af983b049a592bc9198,803004a7d05cb2d181e434e17723c48717feb2a2b58c0376549fe70c5b3c6380,3730,0.2276611328125,False,"[22,21,106,107]",84,86,0.9767441860465116,0.5163344407530454,0.65625,0.671875,2be6d040d1c243c9722e9c0c2e14698b030ee4bda8020bd9853bd716e9b2473e,1,1,[3730],0,0,[],0.171875,0.171875,0.1640625,0.1640625,7.2111,11.12696,16.97056,18.0,22.2257,24.26507,28.07134,0.140625,195,190,0.2578947368421053,0.2,0.21052631578947367,"[52,18,19,7,0,32,7,6,21,13,13,2]",0.400675929402929,0.5831918505942275,0.3451135953840606,0.025737265415549597,1,1,0,0,,,2.180745684355835
47,Y,classic,128,128,94254dec05b5e035be7f74024a7fdae421903a42547c0f768f17133207a9e8fd,c5a064e6802bff5de2b556581552e094e059a139ed7977c9c163a97ad092e922,4706,0.2872314453125,False,"[27,18,101,110]",74,92,0.8043478260869565,0.6912455934195064,0.578125,0.71875,a0add32f897c1b423924940585abbd9e50ab2aa29255f436784e773d15712bcf,1,1,[4706],0,0,[],0.2109375,0.2109375,0.140625,0.140625,12.0,12.0,14.0,18.0,22.0,22.0,26.07681,0.140625,277,259,0.5096525096525096,0.23938223938223938,0.08108108108108109,"[127,8,8,3,11,7,59,6,5,10,7,8]",0.6747330960854092,0.7250733137829912,0.5791946308724832,0.0554611134721632,1,1,0,0,,,1.8333333333333333
48,Y,classic,128,128,f73248001c88f976d927cba101263411ba50b22292becdb335b6169bc30fcd80,e0c4af6c0d1c0f179e8a6f06e98add0c09d9eb51a2988710b9555ec7172f7b80,3861,0.23565673828125,False,"[21,18,107,110]",86,92,0.9347826086956522,0.48799292214357937,0.671875,0.71875,f2ea030ed1c65f8f915c08712f3d4d9b4278d582d5851793142d6e5ca011edda,2,2,"[2776,1085]",0,0,[],0.1640625,0.1640625,0.140625,0.140625,12.0,12.16553,14.03553,22.0,24.06239,28.0,28.0,0.171875,146,146,0.1780821917808219,0.363013698630137,0.14383561643835616,"[30,13,17,12,9,16,48,1,0,0,0,0]",0.33969465648854963,0.3304617505168849,0.33969465648854963,0.046620046620046623,2,2,0,0,23.706539182259394,,2.3015848877936267
49,Y,classic,128,128,61a396ec6b5c0a605de858f5ff046639bdbe79415a94ef03d7576cddbe7921dd,3a8342afb847e4b432ea2f979bdc21190d9ed273975d080a6a6c0b8dca99ebd7,4244,0.259033203125,False,"[22,15,106,108]",84,93,0.9032258064516129,0.5432667690732207,0.65625,0.7265625,f0844059bae3f45798e5d23fd88cde989b0d41bb9fc06555614afcef88cc4fda,1,1,[4244],0,0,[],0.171875,0.171875,0.1171875,0.15625,8.0,11.89857,14.42221,18.0,22.0,25.05993,26.07681,0.140625,238,229,0.27074235807860264,0.12663755458515283,0.21397379912663755,"[63,15,18,21,36,19,12,2,4,12,14,13]",0.4212993971868721,0.39490550534100244,0.3655083655083655,0.03322337417530632,1,1,0,0,,,2.106129560106803
50,Y,classic,128,128,38c1ef726f030c7e0915a46b38d6ee4f2bbde1187d3879d9a72f5c317ef85ad1,a7231c92950775af22aad4532f70d6321b690a3fa10a35ecc8664b04b4a4e075,4943,0.30169677734375,False,"[14,18,107,110]",93,92,1.0108695652173914,0.5777232351566153,0.7265625,0.71875,04781974f7cd2936ff14f90aaf86df1a82848907b26549566068ba77c3563127,3,3,"[2772,1087,1084]",0,0,[],0.109375,0.1640625,0.140625,0.140625,12.0,12.64911,16.54754,22.0,23.4094,28.0,28.0,0.171875,179,179,0.1340782122905028,0.43575418994413406,0.11173184357541899,"[27,16,13,17,9,18,74,5,0,0,0,0]",0.5398753894080996,0.34174809989142235,0.330910070005385,0.04673275338863039,3,3,0,0,7.615773105863909,,2.2135944742357365
51,Y,classic,128,128,16d6997e9dc502000e8aa61b2e6da0bf61bcb838bb4ab611215a5a7204e432dd,0e7a61d0301fc3ef93783fb3cfc6ba41affdafc177dcc50e1acb3b26326d5608,4600,0.28076171875,False,"[21,18,107,110]",86,92,0.9347826086956522,0.5813953488372093,0.671875,0.71875,c19de56809162578d9e30eff092a460583b4e0b183a84b28e1fd78676810fad1,2,2,"[2880,1720]",0,0,[],0.1640625,0.1640625,0.140625,0.140625,12.0,15.7723,18.0,20.0,20.0,24.0,29.12044,0.15625,205,200,0.65,0.065,0.08,"[132,14,11,8,10,14,2,0,0,5,2,2]",0.7176997759522031,0.34110787172011664,0.34110787172011664,0.027391304347826086,2,2,0,0,10.0,,1.521655053479835
52,Y,classic,128,128,f72c4f16f747baaa2aed9ceeb16c6dfc7167a3d436f6291448f0065858402c69,67f066fd713228aed802463e63e9fe42bd43ee2cd6e90d432c07e790feede1be,3721,0.22711181640625,False,"[24,18,104,110]",80,92,0.8695652173913043,0.5055706521739131,0.625,0.71875,4e5db2fd2fb0cddb9830337765179e61cf4841daeeb4559d2119f7a5fc11cbe3,1,1,[3721],0,0,[],0.1875,0.1875,0.140625,0.140625,12.16553,16.0,22.0,23.32381,26.07681,30.46309,35.60899,0.18221724671391565,154,141,0.4397163120567376,0.23404255319148937,0.12056737588652482,"[65,7,11,9,15,19,15,0,0,0,0,0]",0.5713682432432432,0.30975008799718406,0.3781481481481481,0.043805428648212845,1,1,0,0,,,1.903943125
53,Y,classic,128,128,640d5fa032b19587ed4263c2fd760e01a29090111d9b129082f3300d27fffb0a,b5aa09533c3e011ee408dd567c3a76ef9625f0911bce32f35ea30dc960dc12a1,3954,0.2413330078125,False,"[19,18,109,110]",90,92,0.9782608695652174,0.47753623188405797,0.703125,0.71875,5b449ee587c52e93ca0838dd1cfa25ead7969c8f0cd1023c71db506dd33cdd79,2,2,"[2070,1884]",0,0,[],0.1484375,0.1484375,0.140625,0.140625,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0.1875,125,125,1.0,0.0,0.0,"[125,0,0,0,0,0,0,0,0,0,0,0]",1.0,0.9101449275362319,0.9101449275362319,0.04350025290844714,2,2,0,0,47.0,,1.0
54,Y,classic,128,128,ba89ef36215f5d75ab5876f4773bef651a3f4d72429c17b166376ba3beae11c3,eb576ae624a7005dfceb3e677dd65bac61e2903e4acec79b931d542527201e05,4192,0.255859375,False,"[22,20,106,108]",84,88,0.9545454545454546,0.5670995670995671,0.65625,0.6875,8f04a737286d16a6113e28fa2778d57391b048f38d922a6a2d8c33342dcba5c8,1,1,[4192],0,0,[],0.171875,0.171875,0.15625,0.15625,4.0,11.6619,16.03113,18.0,21.37565,24.16609,27.85678,0.140625,250,240,0.25833333333333336,0.0625,0.16666666666666666,"[64,17,13,6,23,23,2,21,14,20,30,7]",0.3996661101836394,0.48284400424478247,0.27765925022858884,0.03125,1,1,0,0,,,2.072225795110574
55,Y,classic,128,128,c7fda3d793951a0cb9874b9af6dc9ce38b1624542bc43376094ce99a7c9f56ca,7dd368a9c794200e405041589e4cd52495141e89eeadbe82a4b72e64eed3b329,5056,0.30859375,False,"[22,12,106,116]",84,104,0.8076923076923077,0.5787545787545788,0.65625,0.8125,c5b716f7e3f19c1970a3b29d95a749e5fae0f67d6a3653e27e08fbed89920697,1,1,[5056],0,0,[],0.171875,0.171875,0.09375,0.09375,6.0,10.0,12.0,18.0,21.26029,22.36068,28.0,0.140625,299,274,0.4197080291970803,0.12043795620437957,0.11313868613138686,"[117,14,6,10,18,7,31,6,7,17,25,16]",0.6730641958967571,0.3959138597459967,0.32010443864229765,0.03540348101265823,1,1,0,0,,,2.236068
56,Y,classic,128,128,2963a88738d78745d66a208e0ab61b4f95d7d13fc69c6c846667a783ee11b998,8ab7e52dc5a61fe90c93474b3d10cb6fdea880f250318ad34e7d71cdcc57a350,4176,0.2548828125,False,"[20,18,109,110]",89,92,0.967391304347826,0.5100146555935515,0.6953125,0.71875,eb0b2c7131e79f85ed338ad836eeef7d8894c3ba585eaa93e6c0606c8e46e075,2,2,"[2091,2085]",0,0,[],0.15625,0.1484375,0.140625,0.140625,10.0,18.0,21.63331,22.0,22.36068,22.36068,23.4094,0.171875,172,172,0.0,0.38372093023255816,0.18023255813953487,"[0,0,5,8,14,50,70,4,6,15,0,0]",0.6838709677419355,0.4079568442346595,0.361591131398761,0.04190613026819923,2,2,0,0,8.0,,1.24226
57,Y,classic,128,128,47919672c4641e622b91c7bc4b8e5adfbfff00feed3179338a2581d248c15db4,eed51984d0fdaec1233182a428f9a61f5f9cbdbcf635c30c64922a915b4e45c1,3998,0.2440185546875,False,"[24,19,104,109]",80,90,0.8888888888888888,0.5552777777777778,0.625,0.703125,a63cbcd4504242eae6c478c7b304773808abdd3fdb4c4caed3a8c9bcad2b5d3c,1,1,[3998],0,0,[],0.1875,0.1875,0.1484375,0.1484375,16.12452,18.0,18.0,18.43909,26.0,26.0,28.42534,0.14405538214520136,179,175,0.56,0.26857142857142857,0.06857142857142857,"[87,0,0,0,0,4,48,5,6,7,5,13]",0.4202486678507993,0.32384105960264903,0.2830551989730424,0.04177088544272136,1,1,0,0,,,1.4444444444444444
58,Y,classic,128,128,c4ccfa81635a58f97ad4a4a5e96050b6e3d2ae4aee03cd1f6ea84cecedcd94b9,1311d7fad3704cc8624aaa596de4bc64266484198a1d8b3f8dfd379eaef7fdd4,4986,0.3043212890625,False,"[24,18,104,110]",80,92,0.8695652173913043,0.6774456521739131,0.625,0.71875,f645a21968451956dca0be0d4750c1c1fc4c0ea4fc1d3c897a0157a81f40798e,1,1,[4986],0,0,[],0.1875,0.1875,0.140625,0.140625,12.0,12.60075,16.0,17.08801,22.0,22.0,27.20294,0.1335000585205864,270,253,0.32806324110671936,0.40711462450592883,0.03162055335968379,"[76,4,3,1,12,21,109,4,1,7,4,11]",0.9591355599214145,0.548928238583411,0.5470058951287621,0.04011231448054553,1,1,0,0,,,1.7459278217566414
59,Y,classic,128,128,c33683b9a4d3bb066f15b521a01b34b987a99c557c364d7864d156d649bc1a49,2e949454e557d2df31dca503d799830191c36eca3e3990737a49b54ae793c225,3425,0.20904541015625,False,"[26,21,102,107]",76,86,0.8837209302325582,0.5240208078335373,0.59375,0.671875,6cb4f34d28adaa14a8423cbd3707c006453ed5566ac586ea00cf777c09cf3eb4,1,1,[3425],0,0,[],0.203125,0.203125,0.1640625,0.1640625,6.0,13.18622,16.0,16.06226,20.0,22.36068,24.41311,0.12548638865858242,198,194,0.28350515463917525,0.11855670103092783,0.18556701030927836,"[54,10,9,8,15,20,9,25,10,23,8,3]",0.592282659228266,0.266173752310536,0.30725190839694655,0.028613138686131388,1,1,0,0,,,1.695761180990458
60,Y,classic,128,128,65571cf8e55c72632478a968ebe9894a9d9e578ce7cd88fb495670d6a693e9ca,457ac47625bcc11d8cc8754fcefc6b6bb23a73c76d965bd0371b84b30633bba7,5399,0.32952880859375,False,"[20,18,108,109]",88,91,0.967032967032967,0.6742007992007992,0.6875,0.7109375,cafeae4512a66031935cb4ad80b4ab870180c71ba690485ef202e96c9627523c,3,3,"[1877,1871,1651]",0,0,[],0.15625,0.15625,0.140625,0.1484375,12.0,20.0,20.39608,22.0,22.0,22.0,22.0,0.171875,197,197,0.8984771573604061,0.0,0.04568527918781726,"[54,0,0,0,0,0,0,0,3,6,4,130]",0.6940696579855664,0.696998271255697,0.8844677137870856,0.028153361733654382,3,3,0,0,9.486832980505138,,1.1
61,Y,classic,128,128,8237541e3965df65d64f1211e9e56bd3cb8044f071bc618ac32b7b760d447f84,ab908d78c630b8cae33d471357700dc5bda5147935c94e8a44b2a78238699d96,4498,0.2745361328125,False,"[15,18,113,110]",98,92,1.065217391304348,0.4988908606921029,0.765625,0.71875,009380fd09ee07d31731be3a6308de5aa9a64faa2a53d9cc1450d40d841eb26e,1,1,[4498],0,0,[],0.1171875,0.1171875,0.140625,0.140625,8.0,16.49242,18.0,22.36068,24.73863,24.73863,28.84441,0.17469281074217108,191,179,0.24581005586592178,0.11731843575418995,0.11173184357541899,"[46,3,0,0,48,18,13,19,10,17,2,3]",0.6244131455399061,0.3426865671641791,0.32061068702290074,0.03601600711427301,1,1,0,0,,,1.5
62,Y,classic,128,128,f38c6e05d60641dc5c0a37dd3103767040d479ba84f41e2454f8b62e52e9d4a9,dd06a980ac9a0418b0cea45353b4df24e91a55725abe7c97841674aabfaa2b46,3094,0.1888427734375,False,"[22,22,106,107]",84,85,0.9882352941176471,0.43333333333333335,0.65625,0.6640625,b2cfc2a018fc1a641e1832f44fec2dcced681c6eb12b7ebeec20e74b902d2ca2,1,1,[3094],0,0,[],0.171875,0.171875,0.171875,0.1640625,10.0,11.6619,15.23155,17.08801,22.09072,26.0,30.59412,0.1335000585205864,177,166,0.060240963855421686,0.12048192771084337,0.3132530120481928,"[8,15,14,18,12,18,6,1,9,17,33,15]",0.2989084802686818,0.2907801418439716,0.31603572947681835,0.023917259211376857,1,1,0,0,,,2.229482331352524
63,Y,classic,128,128,baac38bf0f1006e9f30a21064e16932902d843778c9af5827a4279ae3fa9e0ea,f1c9796df9764d6a581e4f922b481bb68393f690541fd804678cdd8571922744,5119,0.31243896484375,False,"[18,18,110,110]",92,92,1.0,0.604796786389414,0.71875,0.71875,3f5e39361a73f6fdddfd56ad00d56134fea1ad9a10bb90e37abc9666992408e6,1,1,[5119],0,0,[],0.140625,0.140625,0.140625,0.140625,14.0,14.0,17.0,20.0,22.0,22.53781,29.73214,0.15625,267,249,0.6907630522088354,0.2248995983935743,0.024096385542168676,"[166,3,1,0,0,0,57,3,3,3,6,7]",0.5833591091865141,0.5568734793187348,0.42471472307264124,0.05723774174643485,1,1,0,0,,,1.6098435714285715
64,Y,classic,128,128,4af8ab4a9ab91c3b40bce51f387e0f1ae91726f645eb2f9ae5ff5ef791f5b167,021c08e501a954d8a6db1d0cd75fda8428d29821468367016db3eeba4dbc0b6c,4938,0.3013916015625,False,"[19,18,109,110]",90,92,0.9782608695652174,0.5963768115942029,0.703125,0.71875,31d0af12118cb33d64997a2703548b76fe3a3fea4a5523565466153624276d4e,1,1,[4938],0,0,[],0.1484375,0.1484375,0.140625,0.140625,12.0,12.0,14.30789,20.0,21.54066,24.0,28.42534,0.15625,258,239,0.4602510460251046,0.2928870292887029,0.06694560669456066,"[108,9,8,7,10,14,64,2,1,5,5,6]",0.6105675146771037,0.4040375319874893,0.3648424543946932,0.046172539489671933,1,1,0,0,,,2.0
65,Y,classic,128,128,2d0d0dbf514aae1fc67a2506c3d405b7cacaa6db3b3409375c7ac4776af30952,1698e5d343eb4cf29fbb23f0593b56c32525181715a6bd410febab8ed4cc369d,6331,0.38641357421875,False,"[19,18,109,110]",90,92,0.9782608695652174,0.7646135265700483,0.703125,0.71875,debdfd833a336a33b57d15bc73a65de2b35a3bd80b424fa5aaa7275fb9ea11c3,1,1,[6331],2,2,"[983,966]",0.1484375,0.1484375,0.140625,0.140625,12.0,12.0,18.0,18.0,22.0,26.0,28.0,0.140625,338,330,0.5151515151515151,0.37272727272727274,0.03939393939393939,"[158,4,2,3,4,12,116,4,5,5,4,13]",0.9384568279240662,0.9946439823566477,0.9384568279240662,0.0513347022587269,1,1,2,2,,24.0,2.1666666666666665
66,Y,classic,128,128,891e15e0d90fc5d70cda11e5674da3b8292c9937aafb8916881e37e00069effa,414c1fbf421b0cb46b25a32145f0c39f0e7213a363a9137d477112a3c8eaf376,4455,0.27191162109375,False,"[18,18,110,110]",92,92,1.0,0.5263468809073724,0.71875,0.71875,00c6b8477c65f3b1571886e4144c4ecd4ef73163e8b209bca50717d3dee2774b,2,2,"[3310,1145]",0,0,[],0.140625,0.140625,0.140625,0.140625,12.0,13.47477,14.0,18.92081,20.0,23.40084,28.0,0.14781886025438862,222,222,0.6756756756756757,0.05855855855855856,0.08558558558558559,"[151,17,10,6,9,16,1,2,3,2,2,3]",0.5910714285714286,0.3520485584218513,0.34105960264900664,0.04107744107744108,2,2,0,0,13.0,,1.7366411448952375
67,Y,classic,128,128,ea6391d0844c4eed66785228d086bc27574747ffa8d2fdd858533694883b00bf,52bf174d89fba9b60185c751c9f21bd1aaa57008be5354093ffc75a6168eaa21,4315,0.26336669921875,False,"[22,18,106,110]",84,92,0.9130434782608695,0.5583592132505176,0.65625,0.71875,1664defa255a08a1849f2f70b7198b37998d5662ce43e69445055b1986533645,2,2,"[2911,1404]",0,0,[],0.171875,0.171875,0.140625,0.140625,12.0,12.3106,16.09339,26.0,26.0,26.0,26.07681,0.203125,144,144,0.2222222222222222,0.5208333333333334,0.0625,"[33,13,7,4,9,11,67,0,0,0,0,0]",0.6608929946112394,0.47672826830937715,0.47672826830937715,0.021552723059096175,2,2,0,0,25.709920264364882,,2.112001039754358
68,Y,classic,128,128,1f563c12cf9cb3e02dbae4505ff5ed3cc129b817c412995711d6445145034bd1,dfabe69e744781b288d953b606f6cd520ac6308af7f5c014f22ed4d19983cd64,3671,0.22406005859375,False,"[21,22,107,106]",86,84,1.0238095238095237,0.5081672203765227,0.671875,0.65625,469ba17da840e3971744bf3002144821e0b8ad3818936f9f9d37d80f16dd7027,1,1,[3671],0,0,[],0.1640625,0.1640625,0.171875,0.171875,10.0,12.0,16.0,16.0,22.0,26.0,26.0,0.125,186,186,0.3655913978494624,0.23118279569892472,0.12903225806451613,"[70,15,10,12,16,19,28,2,5,4,2,3]",0.5528764805414551,0.3958174904942966,0.3167144906743185,0.011441024244075185,1,1,0,0,,,2.1666666666666665
69,N,new-only,128,128,a1c3bde42154c32040414b3e0994f038316c0cd2f3744915b35bd49e32a9ad5b,289989823b84e470abe56cb9c4aa2f741c8096306a92de9b4ae004cd203bd33d,376,0.02294921875,False,"[53,53,75,75]",22,22,1.0,0.7768595041322314,0.171875,0.171875,4ab36298c1a32912243dd84dd442cfab2d536c26de2edc3062b35011a5f7a18f,1,1,[376],0,0,[],0.4140625,0.4140625,0.4140625,0.4140625,20.59126,20.59126,20.59126,20.59126,20.59126,20.59126,20.59126,0.1608692209529219,1,0,,,,"[0,0,0,0,0,0,0,0,0,0,0,0]",1.0,1.0,1.0,0.0425531914893617,1,1,0,0,,,1.0
70,Y,classic,128,128,18478e3c21866ffa80d92b0a629c1cd21c3ac954a9e2080951875e5be0b6f5b7,d16844446293217cfbf7a283db23c8f980c62db34755c2267754733d46b16827,1476,0.090087890625,False,"[23,55,105,73]",82,18,4.555555555555555,1.0,0.640625,0.140625,311af860512d3a872f6f68b9db982167e88c6e46d304b618f62ec8193999da6e,1,1,[1476],0,0,[],0.1796875,0.1796875,0.4296875,0.4296875,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.140625,64,64,1.0,0.0,0.0,"[64,0,0,0,0,0,0,0,0,0,0,0]",1.0,1.0,1.0,0.024390243902439025,1,1,0,0,,,1.0
71,N,new-only,128,128,e79bfc91ed4973afab4caeb872ea1d578223b0168b918e72cbb00ab798cfef49,ca86c1a60fc0fec48aaeae8164ea522a7c7e19c4085dcc11abbf554b91828e70,1512,0.09228515625,False,"[45,19,83,109]",38,90,0.4222222222222222,0.4421052631578947,0.296875,0.703125,efc9fb00c901dfc35fae83c37bb420411419726888e07fd92ab7d73f172befc7,3,3,"[512,500,500]",0,0,[],0.3515625,0.3515625,0.1484375,0.1484375,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.171875,4,0,,,,"[0,0,0,0,0,0,0,0,0,0,0,0]",0.3897058823529412,0.3897058823529412,1.0,0.0291005291005291,3,3,0,0,13.0,,1.0
72,N,new-only,128,128,52ec4ba72660adc01de4e8cbd9ae1f66842a4cb5ee0bed67a7e70f5b6c99f525,451b6c01cfdcbeddbd8bbb057749e85d39c7be8995cd381324fc058075cda1b6,1512,0.09228515625,False,"[45,19,83,109]",38,90,0.4222222222222222,0.4421052631578947,0.296875,0.703125,bb53ad52e200f1ab650420ab45ccea60a7384a80503e0fccaadc8420d615f1e4,3,3,"[512,500,500]",0,0,[],0.3515625,0.3515625,0.1484375,0.1484375,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.171875,4,0,,,,"[0,0,0,0,0,0,0,0,0,0,0,0]",0.3897058823529412,0.3897058823529412,1.0,0.0291005291005291,3,3,0,0,13.0,,1.0
73,N,new-only,128,128,58f70e63e7cfd2dcd620f3c3fcf32e1f92594f724e4d5e64d9939d471da2e808,71900949ceb7e71181f4c04c9d6f2d7025d399982f535644dac2f6d9d33651ef,3346,0.2042236328125,False,"[19,22,109,110]",90,88,1.0227272727272727,0.42247474747474745,0.703125,0.6875,3d73817da9801525c0824420acb39f49cfd5260feadd4313763bb6938346258e,2,2,"[1676,1670]",0,0,[],0.1484375,0.1484375,0.171875,0.140625,10.77033,14.42221,15.6205,16.97056,23.32381,24.08319,25.05993,0.13258252147247765,133,133,0.09022556390977443,0.0,0.5112781954887218,"[16,15,27,24,8,1,0,0,0,25,10,7]",0.36126932465419037,0.36126932465419037,0.9775413711583925,0.02749551703526599,2,2,0,0,19.1049731745428,,1.6698682102118885
74,N,new-only,128,128,c26e3fcf344b4ca8b6753379a9f02f2b002ec14f9f7af90666316d771ab46173,ab6cd1908339ee85d4f7d666cf1d7bfb8e5c16509b76f888887b54a93fa5a3fb,3665,0.22369384765625,False,"[18,24,110,110]",92,86,1.069767441860465,0.46322042467138524,0.71875,0.671875,e837a03add92b35aaf33424d4100d717f23df3177ecd3451e9aa2eb5f03c7fbf,3,3,"[2206,1182,277]",0,0,[],0.140625,0.140625,0.1875,0.140625,4.47214,16.08716,16.97056,16.97056,28.31954,29.73214,29.73214,0.13258252147247765,148,146,0.0410958904109589,0.02054794520547945,0.8082191780821918,"[3,0,0,0,0,0,4,2,51,68,14,4]",0.4009938837920489,0.3919483478921382,0.47603705195328233,0.027557980900409278,3,3,0,0,10.816653826391969,,1.848190730992916
