row,trilogy_flag,group,width,height,sha256,pixel_sha256,ink_pixels,canvas_ink_fraction,blank,bbox,bbox_width,bbox_height,bbox_ratio,bbox_ink_fraction,bbox_width_fraction,bbox_height_fraction,bbox_shape_sha256,components_raw,components_ge4px,component_areas,holes_raw,holes_ge4px,hole_areas,padding_left_fraction,padding_right_fraction,padding_top_fraction,padding_bottom_fraction,stroke_width_px_min,stroke_width_px_p10,stroke_width_px_p25,stroke_width_px_median,stroke_width_px_p75,stroke_width_px_p90,stroke_width_px_max,stroke_width_median_canvas_fraction,skeleton_pixels,qualified_orientation_samples,horizontal_skeleton_fraction,vertical_skeleton_fraction,diagonal_skeleton_fraction,orientation_histogram_15deg,horizontal_mirror_iou,vertical_mirror_iou,rotation_180_iou,threshold_96_160_ink_change_fraction,threshold96_components,threshold160_components,threshold96_holes,threshold160_holes,component_gap_center_distance_min_px,counter_width_median_px,stroke_width_p90_p10_ratio
3,Y*,classic,128,128,4c718fafcc651936665d8fc886a8a582afcfa8de78b2c2035a113f337859b74c,7f3e68b0b0cc9b5fb3ff374fb959005ec24fbe61937bb7d365edc164bada84ca,2368,0.14453125,False,"[28,34,100,94]",72,60,1.2,0.5481481481481482,0.5625,0.46875,86f430ddf2b4b272b3311b3ffc2e64dce3aad75d8a5d4e8671c024a0363efd0b,1,1,[2368],2,2,"[61,61]",0.21875,0.21875,0.265625,0.265625,2.0,4.0,6.32456,12.64911,15.69894,18.0,18.11077,0.09882117688026186,182,132,0.22727272727272727,0.2878787878787879,0.015151515151515152,"[27,20,2,0,3,9,35,5,0,3,21,7]",1.0,0.7858220211161387,0.7858220211161387,0.04222972972972973,1,1,2,2,,2.8284271247461903,4.5
4,Y,classic,128,128,87f8375a64049287871518aaa73c35bd5040d5f7d2c9e2b07b7da2d5268accc4,a5b8a90fc04d6bcff7270e148b4aa81b2864a5e98336f23ef84da3b8c142ad71,1760,0.107421875,False,"[36,34,92,94]",56,60,0.9333333333333333,0.5238095238095238,0.4375,0.46875,3778d571d66f1c222721bc8c90c0cde9aeadbf509d18d55498f71fadae0f4a11,1,1,[1760],0,0,[],0.28125,0.28125,0.265625,0.265625,18.0,18.0,18.0,18.0,19.69772,22.80351,25.45584,0.140625,77,64,0.484375,0.515625,0.0,"[31,0,0,0,0,0,33,0,0,0,0,0]",1.0,1.0,1.0,0.020454545454545454,1,1,0,0,,,1.2668616666666666
5,Y,classic,128,128,764a95d1552a1d4790eccd4b0c28bbfdc7cddbedf21203035986176bee957e6f,ddc260ac1b82d81cbb1a38d91b7fa27ef95999f61c3fe1a10ad699b5cb1a53d3,4176,0.2548828125,False,"[36,18,92,110]",56,92,0.6086956521739131,0.8105590062111802,0.4375,0.71875,ba2529378a110c62867bb28e3cee7df6050abef197fb1e23d4ee2198f72165ed,1,1,[4176],2,2,"[364,347]",0.28125,0.28125,0.140625,0.140625,6.0,11.0378,14.56022,20.0,20.0,22.0,24.0,0.15625,244,236,0.16101694915254236,0.4152542372881356,0.1016949152542373,"[30,3,3,4,14,24,86,18,11,12,16,15]",0.892161304938831,0.9279778393351801,0.9112128146453089,0.019636015325670497,1,1,2,2,,8.0,1.9931508090380328
6,Y,classic,128,128,a926ccfab9b651cffaef8bbbcd51ccb6c45e985a674355349f9824fbbd50f717,8d722c2d3e7a8356bc3169b3bdc4516c138e52afb416ba565f9b910bce9aef96,2195,0.13397216796875,False,"[48,20,80,111]",32,91,0.3516483516483517,0.7537774725274725,0.25,0.7109375,e9f51989139a90fab8ba6c0405a16658c7fe735d03b724ba63fd2bbb07789ca8,1,1,[2195],0,0,[],0.375,0.375,0.15625,0.1328125,12.0,17.08801,24.0,24.0,24.0,24.0,24.0,0.1875,81,80,0.0875,0.7875,0.025,"[3,1,2,1,1,4,61,0,0,0,0,7]",0.507554945054945,0.8914261094355881,0.507554945054945,0.002733485193621868,1,1,0,0,,,1.404493560104424
7,Y,classic,128,128,055a384672a3f6b903cdbd11d806096c570786368bb701b88f56654b867e9c5c,6b48dd72452269f4dea34f168ffb41aa86807ff0a48a2f0f370aec25737beac7,4037,0.24639892578125,False,"[23,18,105,110]",82,92,0.8913043478260869,0.5351272534464475,0.640625,0.71875,dd22d44925b6f210c9f8427acf71f7fcc8dd836a295ce4719531b2746218946a,1,1,[4037],0,0,[],0.1796875,0.1796875,0.140625,0.140625,12.0,13.76656,14.0,16.12452,19.79899,22.0,24.08319,0.12597277731716483,207,200,0.37,0.03,0.29,"[64,12,40,16,20,4,4,6,3,7,7,17]",0.48747236551215917,0.4017361111111111,0.4852832965415747,0.04409214763438197,1,1,0,0,,,1.5980753361769389
8,Y,classic,128,128,073fa9b74fb41294a6ba51dd255eb7065552d35d7702f0505dab2e47c7efd8de,5313c191c2a600d67b1615440a6b25db7765dc36c69755985d6f5ebabb8cfa11,4552,0.27783203125,False,"[23,18,105,110]",82,92,0.8913043478260869,0.6033934252386002,0.640625,0.71875,bcab5fb9e5f4c63bb83b2f104fc4f6b916467bc4b31ac309d7bc395a4d19681f,1,1,[4552],0,0,[],0.1796875,0.1796875,0.140625,0.140625,10.0,14.0,14.0,15.81025,20.0,24.0,26.0,0.12351757559302073,250,237,0.4219409282700422,0.06329113924050633,0.16455696202531644,"[97,10,12,13,11,9,14,6,13,16,14,22]",0.5877223578653645,0.44599745870393903,0.3499406880189798,0.04152021089630931,1,1,0,0,,,1.7142857142857142
9,Y,classic,128,128,91c74b702a9577a245445c89252f292eb779b5e478b5838b39c1f1ddb1f825c2,c40abbb7487200a7c5ce207e1648e1a26ea167854d493ed87504a3c8e94d7cd8,4771,0.29119873046875,False,"[24,18,104,110]",80,92,0.8695652173913043,0.6482336956521739,0.625,0.71875,eff3c1e284771de70eaf47032de2fc4ee12ca60dd55dbce33a0eeaef22ebae94,1,1,[4771],1,1,[383],0.1875,0.1875,0.140625,0.140625,12.16553,14.0,14.0,15.6205,28.0,28.0,29.52965,0.12203515118604147,255,246,0.3943089430894309,0.23170731707317074,0.1910569105691057,"[95,4,1,2,1,7,53,11,10,38,18,6]",0.4702619414483821,0.5435134260757036,0.3492647058823529,0.04380632990987214,1,1,1,1,,8.0,2.0
10,Y,classic,128,128,72659a429785628dd0d9a7b79c2969c80da979105b40759d36c6aa0d051d80c6,28e87a98c7770d74aa47a5964c0bee7c245895379922695909f9dcc4e61307a7,4618,0.2818603515625,False,"[23,18,105,110]",82,92,0.8913043478260869,0.6121420996818664,0.640625,0.71875,582add7be3fe59c1e5a7380ba985130b9333ff30c3f08a10634595011351f1d7,1,1,[4618],0,0,[],0.1796875,0.1796875,0.140625,0.140625,13.41641,14.0,14.0,14.89588,22.80351,26.0,26.07681,0.11637408589956583,238,238,0.4831932773109244,0.10504201680672269,0.12184873949579832,"[102,7,7,6,10,11,24,14,10,14,12,21]",0.5596082404593042,0.45448818897637794,0.525602907168814,0.036379385015158076,1,1,0,0,,,1.8571428571428572
11,N,new-only,128,128,ea8b4fefd02d62720742cbe1ddfdbbaa3f8c94fe18c09a9f65308f7b5df143b9,fc0f279bdf880c85f014442d396179891cd677d95c2de57d9d4afdea45ee4c7f,4459,0.27215576171875,False,"[26,16,102,112]",76,96,0.7916666666666666,0.6111567982456141,0.59375,0.75,5233d663ae244ccf2cde074418b05d5c36df4f28c97372a7a20166e802a12bb9,1,1,[4459],1,1,[700],0.203125,0.203125,0.125,0.125,12.0,14.0,16.0,19.69772,22.0,24.0,29.73214,0.15388840315306412,229,224,0.24553571428571427,0.19196428571428573,0.16964285714285715,"[47,17,14,14,14,25,32,15,12,10,8,16]",0.6807387862796834,0.6005025125628141,0.5728395061728395,0.01838977349181431,1,1,1,1,,26.0,1.7142857142857142
12,Y,classic,128,128,d51c3a79a2715bd70c9ac62513e63866e63d893d85a9877b76bb0a42056e8001,10625f6eb2ac92dd4cc7d7e1594528e9a9155fde8b1eb23f808982a02e1ef2ee,3420,0.208740234375,False,"[24,18,104,110]",80,92,0.8695652173913043,0.46467391304347827,0.625,0.71875,cc4a588da4d233c62fdcee7a7544bc06952b5284410cd28a98fa56115a59925f,1,1,[3420],0,0,[],0.1875,0.1875,0.140625,0.140625,14.0,14.0,14.0,22.0,24.37208,26.0,30.0,0.171875,131,131,0.3816793893129771,0.05343511450381679,0.10687022900763359,"[46,2,2,3,2,1,19,28,23,0,0,5]",0.48116067561715026,0.306340718105424,0.1640571817562968,0.050292397660818715,1,1,0,0,,,1.8571428571428572
13,Y,classic,128,128,cd6f1ca6f3124a91fc22bc9dca11d7f3e01d3ce5fc0d806bbc9818339edcbe36,c5b59a51a3fad628661f0031fa9b614dc44d7d60074f2079293b7e7a83d92c1c,5149,0.31427001953125,False,"[27,17,101,111]",74,94,0.7872340425531915,0.7402242668200115,0.578125,0.734375,66bf20bc3f2bc2a9d00696292557c796c2a1d73b08ed8f7ebc3c6108c39a6a4d,1,1,[5149],2,2,"[554,363]",0.2109375,0.2109375,0.1328125,0.1328125,14.14214,16.0,16.93911,19.69772,22.0,24.0,26.0,0.15388840315306412,252,242,0.2727272727272727,0.11570247933884298,0.08264462809917356,"[59,8,5,7,40,22,24,42,6,5,9,15]",0.9743098159509203,0.8343427146419665,0.8291296625222024,0.020198096717809283,1,1,2,2,,20.0,1.5
14,Y,classic,128,128,5a0e5fd9e743207f7368d3f6d62af4104c215b5126356a5d66715111d326fe7a,1b3f38c2c816f1cc9ac19f1f15ff94f0e9fc9a57572c25dba173d4104b9b00ae,4459,0.27215576171875,False,"[26,16,102,112]",76,96,0.7916666666666666,0.6111567982456141,0.59375,0.75,600cf91e9c55e8a619448f0f37088cc35d2a056047fb5ae762c59f296e11a701,1,1,[4459],1,1,[700],0.203125,0.203125,0.125,0.125,12.0,14.0,16.12452,19.79899,22.0,24.33105,29.73214,0.15467960838455727,231,225,0.25333333333333335,0.17333333333333334,0.16444444444444445,"[47,14,13,14,14,26,33,15,10,10,8,21]",0.6807387862796834,0.6005025125628141,0.5728395061728395,0.01838977349181431,1,1,1,1,,26.0,1.737932142857143
15,Y,classic,128,128,74e2410fde8b562fac339a176948bb07d7be1f8b585a715cbb8d3c039a6d3e4d,74d17a55fed672253719aadbdb16e910bf83d02851d2ab0c012c69dac61656d1,2429,0.14825439453125,False,"[22,26,106,102]",84,76,1.105263157894737,0.38048245614035087,0.65625,0.59375,3bc1eb5dfad8aa5431e7b6b52ae6cafa84e9a0129e680c7a254aa274021f1970,1,1,[2429],0,0,[],0.171875,0.171875,0.203125,0.203125,2.0,6.0,11.82843,18.43909,18.86796,19.69772,24.08319,0.14405538214520136,160,154,0.1038961038961039,0.0,0.5064935064935064,"[21,19,39,3,3,0,0,1,6,36,16,10]",0.17798254122211446,0.9731925264012997,0.17798254122211446,0.022643062988884313,1,1,0,0,,,3.2829533333333334
16,Y,classic,128,128,6647c905c1365742465d7cdebbe4797705dc16cb3f9e236c63dc168f08f77fed,bebf0076b9ecef5eb8c847cf1ac203d0e5d042e772108ac0a4121cfaf8a4bdac,2421,0.14776611328125,False,"[22,26,106,102]",84,76,1.105263157894737,0.3792293233082707,0.65625,0.59375,b54748cbf8a3f6809c2e171e09f25a2e739f300ad08c82c1218f7530b59b793e,1,1,[2421],0,0,[],0.171875,0.171875,0.203125,0.203125,2.0,6.0,11.65685,18.11077,18.43909,18.86796,24.08319,0.14149039278339715,163,157,0.10828025477707007,0.0,0.5031847133757962,"[23,17,37,2,5,0,0,4,3,39,18,9]",0.17752918287937744,0.9811783960720131,0.17752918287937744,0.02271788517141677,1,1,0,0,,,3.14466
17,Y,classic,128,128,da3af121f6653f511a5d1fb5a2478249eb6705bc205773809e200070397cc1e8,b3f8194f38dc2e9a7b1066caec31554af3394e6cccd7d4bafed168dc263beeb0,4405,0.26885986328125,False,"[23,18,105,110]",82,92,0.8913043478260869,0.5839077412513256,0.640625,0.71875,9543ce75ad0653ed095a93b29ceccd2d2192d0503e1a3bdcf300d170b4a3a531,1,1,[4405],0,0,[],0.1796875,0.1796875,0.140625,0.140625,14.0,14.0,14.0,20.0,26.07681,26.90725,26.90725,0.15625,211,203,0.4827586206896552,0.0049261083743842365,0.37438423645320196,"[98,4,5,2,2,1,3,17,71,0,0,0]",0.47571189279731996,0.47571189279731996,0.8531762726125368,0.04199772985244041,1,1,0,0,,,1.9219464285714287
18,Y,classic,128,128,88fe54e5ad0569c6fee3f08016a6473e8a8718ea1bda6a82cfe9265b5ff72f35,061568f301cd5d12a5f3730546e0f135bceceed0e986a108c58bcb84a0a14d34,520,0.03173828125,False,"[51,54,77,74]",26,20,1.3,1.0,0.203125,0.15625,4a695b3224614538cebedc2a267e5703799772d65bd8ad66b36ee4e0fd9edc45,1,1,[520],0,0,[],0.3984375,0.3984375,0.421875,0.421875,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.15625,6,6,1.0,0.0,0.0,"[6,0,0,0,0,0,0,0,0,0,0,0]",1.0,1.0,1.0,0.0,1,1,0,0,,,1.0
19,Y,classic,128,128,3b5b933587f96edc5c175722d1aef751831b9dddc547982386ae0f7c10f73623,e2ebb1d55c55d75b45a0e716e465a4e2bb460949837854af2f0df1097db29544,2688,0.1640625,False,"[43,18,85,110]",42,92,0.45652173913043476,0.6956521739130435,0.328125,0.71875,011c557d322d151934637ab717843331527d093afc3adfd6e9b669e9d504c933,2,2,"[1344,1344]",0,0,[],0.3359375,0.3359375,0.140625,0.140625,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.25,20,20,1.0,0.0,0.0,"[20,0,0,0,0,0,0,0,0,0,0,0]",1.0,1.0,1.0,0.03125,2,2,0,0,29.0,,1.0
20,N,new-only,128,128,dfb19a4ce0394f055307381932570afe4bc9269120254a4d71c2659bc43571e8,56f9f6d9f3c6037d301830fdb9fa5c3cba658c84398091cf5cde59509040a57a,3329,0.20318603515625,False,"[27,17,101,111]",74,94,0.7872340425531915,0.4785796434732605,0.578125,0.734375,fc7c1ae0ca830d88b29271fe4406d1386f143ba49b3a609a9d1dc0dbe9029f25,2,2,"[3005,324]",0,0,[],0.2109375,0.2109375,0.1328125,0.1328125,2.0,10.0,12.0,14.0,19.69772,23.67214,26.0,0.109375,193,186,0.3870967741935484,0.0967741935483871,0.12365591397849462,"[73,6,8,6,12,10,12,10,8,8,9,24]",0.48153093012906095,0.2529168234851336,0.23068391866913124,0.03394412736557525,2,2,0,0,9.0,,2.3672139999999997
21,N,new-only,128,128,f750ac374ee31ae7bd0e50cae1e2e47dbb4481fe3276c43a5fe732fa41907957,ef0c7d66227cd07af7d562f895cd6b83bcc9b5538a3432f0355e75166abaabcb,1072,0.0654296875,False,"[51,40,77,88]",26,48,0.5416666666666666,0.8589743589743589,0.203125,0.375,058611487a5bb161ed8050fcd038d158e427d074e6ad3a2caa2937cf92b7db9f,1,1,[1072],0,0,[],0.3984375,0.3984375,0.3125,0.3125,21.54066,22.0,22.0,22.0,22.0,24.0,24.0,0.171875,28,28,0.0,1.0,0.0,"[0,0,0,0,0,16,12,0,0,0,0,0]",0.7777777777777778,0.8231292517006803,0.8016806722689076,0.021455223880597014,1,1,0,0,,,1.0909090909090908
22,N,new-only,128,128,f773e45aacbfdc4f56fc0f1197960381afbbc83d318775b402b00a0c458dd8e8,95e7f3201b077db21be8f4ed36a441b8a696809d8d43ce8d2dbe11d7b92e39fc,1072,0.0654296875,False,"[51,40,77,88]",26,48,0.5416666666666666,0.8589743589743589,0.203125,0.375,485996d7a2bed94772a2ead36e494ccbeeeea26ea745eb49ac35b74b02be9b26,1,1,[1072],0,0,[],0.3984375,0.3984375,0.3125,0.3125,20.0,20.0,20.88061,22.0,22.0,22.0,24.0,0.171875,29,29,0.0,0.7931034482758621,0.0,"[0,0,0,0,0,0,25,4,0,0,0,0]",0.7777777777777778,0.8231292517006803,0.8016806722689076,0.021455223880597014,1,1,0,0,,,1.1
23,Y,classic,128,128,d46d1bc95e5db5b57ad230254ee6f5257bd69d4e70334c34012e35045a5c019d,360428534739f9536efc00b5beb5032fee1905386dc55eaf925ea606facdabf8,1702,0.1038818359375,False,"[36,43,92,85]",56,42,1.3333333333333333,0.7236394557823129,0.4375,0.328125,d55fb6b41852687f90b46ee22ad582df071c72a264c6473721d795b3f0534b3c,2,2,"[853,849]",0,0,[],0.28125,0.28125,0.3359375,0.3359375,8.0,12.0,16.0,19.69772,20.0,20.01995,20.39608,0.15388840315306412,79,79,0.0,0.4810126582278481,0.3670886075949367,"[0,0,0,0,0,0,42,7,12,18,0,0]",0.7896950578338591,0.7896950578338591,0.9953106682297772,0.022326674500587545,2,2,0,0,10.0,,1.6683291666666669
24,N,new-only,128,128,9cc7eaf3edf76678a0caf29fa89ff499ce4e76f612990eb338e1725a8713b441,b7d11bf78b7279b3af8f8a4fbf728ff1287d29650d2f3667b1150f33fd592ef0,4034,0.2462158203125,False,"[43,9,97,119]",54,110,0.4909090909090909,0.6791245791245791,0.421875,0.859375,257a9b18fff77e33233c5a02c1d5f57a8b192911d5f7cf75e197e8225e194c6a,1,1,[4034],1,1,[728],0.3359375,0.2421875,0.0703125,0.0703125,4.0,6.0,12.0,18.0,18.0,18.0,18.0,0.140625,286,276,0.12318840579710146,0.644927536231884,0.13768115942028986,"[28,6,10,4,2,3,176,3,8,23,6,7]",0.35824915824915826,1.0,0.35824915824915826,0.027268220128904314,1,1,1,1,,8.0,3.0
25,N,new-only,128,128,f9d4ed4aeb69be248cc8c2755946a9a9c2c86bce99d3ecf838a5cab6266946e0,2b54cc341ea550ccd6c399f62fbc3db68f039cccb2821f9c015cfb578c371fb3,4244,0.259033203125,False,"[31,9,86,119]",55,110,0.5,0.7014876033057851,0.4296875,0.859375,3a8998673b676b2844012ebe3781f57a24384fdb27429b4dff739527550560ca,1,1,[4244],1,1,[624],0.2421875,0.328125,0.0703125,0.0703125,4.0,6.0,12.0,18.0,20.0,20.0,20.0,0.140625,284,274,0.10583941605839416,0.6423357664233577,0.15328467153284672,"[23,6,12,4,2,3,174,2,9,25,6,8]",0.4039034072113794,1.0,0.4039034072113794,0.0999057492931197,1,1,1,1,,6.0,3.3333333333333335
26,N,new-only,128,128,c333c6c260923567a746c412a8c7b895f7be027011710bef60cd66d99003d90e,cfbb5d80086159a8f67a28ecfe762b053943b21444f1b35fed386c480f867bec,2012,0.122802734375,False,"[44,20,84,108]",40,88,0.45454545454545453,0.571590909090909,0.3125,0.6875,09fb812a85d444e26952a49d786b950a02a80ef83c371fbf9bf3d4bcb74a42df,1,1,[2012],0,0,[],0.34375,0.34375,0.15625,0.15625,10.0,10.0,10.0,12.16553,14.0,15.23155,17.20465,0.09504316453590968,155,116,0.5086206896551724,0.49137931034482757,0.0,"[59,0,0,0,0,0,57,0,0,0,0,0]",1.0,1.0,1.0,0.061630218687872766,1,1,0,0,,,1.523155
27,Y,classic,128,128,39cbefbc52871cba3215958ffe23f88dc0095d60c66b3d992e6f7592bf0ddefc,d9984d1c1d93c299ab3c64ec614d740a7c968a08501fded8d69955ec5a1f7b43,2848,0.173828125,False,"[33,34,95,94]",62,60,1.0333333333333334,0.7655913978494624,0.484375,0.46875,7311a1d1ffda59c6f3751986f1c6016c65effb2c1deea238d965a90f415e35fb,2,2,"[1424,1424]",0,0,[],0.2578125,0.2578125,0.265625,0.265625,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0.1875,76,76,1.0,0.0,0.0,"[76,0,0,0,0,0,0,0,0,0,0,0]",1.0,1.0,1.0,0.04353932584269663,2,2,0,0,15.0,,1.0
28,Y,classic,128,128,1a0acafc98271a7bb39da9a05e8c0547e2ecde1f25aecb6ef9b32ddbd769ee68,50d586581fed6d219a7bdc0783d4d75b43ee97aac965674e46a135fdd499da92,2000,0.1220703125,False,"[51,14,77,114]",26,100,0.26,0.7692307692307693,0.203125,0.78125,45658a2e4810d96538d65c3f5f1cb02964f75798c058f3ee59c88f501862c7bf,2,2,"[1400,600]",0,0,[],0.3984375,0.3984375,0.109375,0.109375,6.0,6.0,6.0,6.0,14.0,14.0,14.0,0.046875,180,180,0.0,1.0,0.0,"[0,0,0,0,0,0,180,0,0,0,0,0]",0.5384615384615384,1.0,0.5384615384615384,0.0,2,2,0,0,7.0,,2.3333333333333335
29,Y,classic,128,128,6bc7f78cd7f0c2502398b085831197aeb11da49569ed3d36dd27024c82bc707a,fb5a58ce637d90ba47c8488af604d500ce023ccd924eab9d9f5fabdab3fc235d,1750,0.1068115234375,False,"[53,18,75,110]",22,92,0.2391304347826087,0.8646245059288538,0.171875,0.71875,668eefd837c7c32e10c60cad5f56fe7cdde1574ed8ba7b15a6c80c2ee03a9e72,2,2,"[961,789]",0,0,[],0.4140625,0.4140625,0.140625,0.140625,2.0,6.0,10.0,16.0,22.0,22.0,22.0,0.125,72,72,0.0,0.25,0.0,"[0,0,0,0,0,0,21,51,0,0,0,0]",0.8134715025906736,0.8134715025906736,0.8210197710718002,0.032,2,2,0,0,9.899494936611665,,3.6666666666666665
30,N,new-only,128,128,7630f37502a8b6516d47a1e006b460c98c349980699202addb6e21b533c54d8c,8e95726116f44d3136f3cd93b65baab5d27b40bac01e2f75c5406801e387c61f,2142,0.1307373046875,False,"[43,35,85,93]",42,58,0.7241379310344828,0.8793103448275862,0.328125,0.453125,2ad4b25ea810cbf429d150c2ef5dd9da7fa6b316bf7640de042df40d702eb979,2,2,"[1302,840]",0,0,[],0.3359375,0.3359375,0.2734375,0.2734375,20.0,20.0,20.0,20.0,32.0,32.0,32.0,0.15625,33,33,1.0,0.0,0.0,"[33,0,0,0,0,0,0,0,0,0,0,0]",1.0,0.7586206896551724,0.7586206896551724,0.0,2,2,0,0,8.0,,1.6
31,N,new-only,128,128,523f6b73c0bd0b0035556921be4f86eab1c880648c4c72900ea9c6756f3eaebb,4e06dbda28f7f674f7a3c63efa4c04538953fe9d5fd9d3c436e75c66df8b3ff0,1892,0.115478515625,False,"[42,41,86,100]",44,59,0.7457627118644068,0.7288135593220338,0.34375,0.4609375,436442a4ac7f4457a8703de99c0146374cd858193ca840bd89922aafac41ad21,3,3,"[1408,264,220]",0,0,[],0.328125,0.328125,0.3203125,0.21875,6.0,6.0,6.0,6.0,6.0,32.0,32.0,0.046875,89,89,1.0,0.0,0.0,"[89,0,0,0,0,0,0,0,0,0,0,0]",1.0,0.4576271186440678,0.4576271186440678,0.023255813953488372,3,3,0,0,9.0,,5.333333333333333
32,N,new-only,128,128,af83fd9e132a7b469a73577a1070e6cc5ed05a6d561adb89439e0370d3b5aacb,0d3319c60d049dfd31f6cd265d59a866aee8a5fb0352f3eab39486b702e9ddfd,1980,0.120849609375,False,"[45,63,100,107]",55,44,1.25,0.8181818181818182,0.4296875,0.34375,23344f746599585bafd0796aea7af0b7b3ff4e1f15e74b380c914ac4e685bb95,3,3,"[1496,308,176]",0,0,[],0.3515625,0.21875,0.4921875,0.1640625,4.0,4.0,4.0,8.0,8.0,34.0,34.0,0.0625,87,87,0.0,1.0,0.0,"[0,0,0,0,0,0,87,0,0,0,0,0]",0.6363636363636364,1.0,0.6363636363636364,0.044444444444444446,3,3,0,0,6.0,,8.5
33,Y,classic,128,128,d5559a72ea6db9e648145d7faa85de264a6859cd3931d1bdf56e57b75eea9acf,a29505a05b0d4006f31576dcbb40554b102aabf3e396bd37a38dcd9c3d2874f1,1036,0.063232421875,False,"[19,57,109,71]",90,14,6.428571428571429,0.8222222222222222,0.703125,0.109375,f4268b11e5013512083ac36b45ff50cfe4b5eeed088527009f62436cbe37ac8d,2,2,"[518,518]",0,0,[],0.1484375,0.1484375,0.4453125,0.4453125,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.109375,46,46,1.0,0.0,0.0,"[46,0,0,0,0,0,0,0,0,0,0,0]",1.0,1.0,1.0,0.0,2,2,0,0,17.0,,1.0
34,N,new-only,129,128,fd9f837856e9d43b717f83856fcff84a5a22e223a68e5f477b71b9e05a8b4253,6055d7291910ce0b99b3a3657d8fac5436fd371201e4714a5631b5ae4d070fb4,512,0.031007751937984496,False,"[53,53,77,75]",24,22,1.0909090909090908,0.9696969696969697,0.18604651162790697,0.171875,35c02944bf0bd47852d75dfecf18444289d0bafee886bd0a86e37b447ceafdf6,1,1,[512],0,0,[],0.4108527131782946,0.40310077519379844,0.4140625,0.4140625,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.171875,1,0,,,,"[0,0,0,0,0,0,0,0,0,0,0,0]",1.0,1.0,1.0,0.0703125,1,1,0,0,,,1.0
35,Y,classic,128,128,8018a6c377f61016a0ae4eb0a77ad467c1c4fae5bce8b5b1c185e7d395b1ab29,8e1295cbb916f4f7203c5651928a3659eb0ab658e4c78d559122dea8aa08daa5,2880,0.17578125,False,"[16,42,112,86]",96,44,2.1818181818181817,0.6818181818181818,0.75,0.34375,b9a0ec4fb007580587ccab2662fe5cc81d10a33b3fab2a5bfcd9521e79ae2848,2,2,"[1440,1440]",0,0,[],0.125,0.125,0.328125,0.328125,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.125,162,162,1.0,0.0,0.0,"[162,0,0,0,0,0,0,0,0,0,0,0]",1.0,1.0,1.0,0.001388888888888889,2,2,0,0,15.0,,1.0
36,Y,classic,128,128,4d66bba4b72a6e5c1994dd4d8cbcf06bd68d01ee52a97089d67cb24747d52c44,ca83039c11f75199e9d1ff9c2856d27bc08c373074cbe6f1774470d102ff8d78,3887,0.23724365234375,False,"[22,21,110,107]",88,86,1.0232558139534884,0.5136099365750528,0.6875,0.671875,abb61b29c553315465900e31d80ca069ce1e5c0099b2e9bd25a1db41f24a5cb0,1,1,[3887],0,0,[],0.171875,0.140625,0.1640625,0.1640625,8.94427,12.0,16.12452,18.0,20.02494,22.0,26.0,0.140625,208,200,0.37,0.15,0.165,"[76,14,14,15,23,19,16,2,1,11,4,5]",0.3710758377425044,0.33527997251803504,0.21811344406142275,0.0357602263956779,1,1,0,0,,,1.8333333333333333
37,Y,classic,128,128,e68c7baab1603b5f6582c4bf2cec1768ca18bb9b2b7f7bc8b371e7ac4dc6b926,40ac4959a0d5e9e5eaa08fd517d2b5147b9c073b7d0e66cfd860fb009acd89e2,4598,0.2806396484375,False,"[24,9,104,119]",80,110,0.7272727272727273,0.5225,0.625,0.859375,4f3e143c050b7852d2eede9775a3f260bc30dcd842766f77cf7f17be464c7bdc,1,1,[4598],0,0,[],0.1875,0.1875,0.0703125,0.0703125,10.0,10.0,12.0,18.0,20.0,22.0,23.32381,0.140625,275,265,0.4188679245283019,0.25660377358490566,0.09811320754716982,"[115,17,15,8,14,21,51,2,2,6,4,10]",0.6665458499456325,0.3937556835404668,0.3912254160363086,0.0117442366246194,1,1,0,0,,,2.2
38,Y,classic,128,128,4539ba7ddb38ae51ef88b6af82c20b3b1d91b717fa5d9a0e4fd69d2fea50239a,ddae005465b20d322ea0132bcf754a86994e069c252d0382cfc00779a7c3da1f,4548,0.277587890625,False,"[21,18,107,110]",86,92,0.9347826086956522,0.5748230535894844,0.671875,0.71875,910ecfa25d9945efd8c09be82015cca405f337485de19e921f1bd32183c67c21,1,1,[4548],0,0,[],0.1640625,0.1640625,0.140625,0.140625,18.0,18.0,18.0,22.0,26.0,26.0,29.52965,0.171875,192,182,0.554945054945055,0.3516483516483517,0.016483516483516484,"[97,6,1,0,0,0,64,0,0,5,5,4]",1.0,0.8548123980424144,0.8548123980424144,0.056288478452066845,1,1,0,0,,,1.4444444444444444
